2.69e-08,0.0039492,16360,90620,9640,5390,1.5989e+05,3000,16080,1.4681e+05,0.058928,-0.088098,-0.085423,-0.085381,-0.084936,-0,3.488e-06,0,0.00064055,-0.0019589,0.0013105,6.9107e-09,-0.088098,1.4107e-05,21.816,1.3544e-30,0.0402,8.6806e-07,5e-05,0.0001,0.0001,1e-05,0.0001,-0.0039615,0.012578,0.011815,0.0001,0.0089588,9000,0.00075,2.4192e-05,0,-4.1741e-09,-7.5,-0,-0,1,0.0022772,0.02005,2.0902e-05,0.02784,0.0025,-0.0029451,-0.0158,0.0432,-0.0469,0.015164,0.0048935,0.01,-0.047507,-98.5,0.0010078,0.014771,0.25,1.5e-06,-90.644,0.017,0.017,7.5,-0,-0,1,0.029,0.0022772,0.0049505,1.9002e-06,0.024,0.0025,0.00096904,0,0.014451,500.5,-41925,0.01,-0.064473,6.1e-08,0.00099796,0.0055278,0.00058804,0.00032879,0.004301,8.07e-05,0.00043255,3000,0.0001815,0.1,0.1,-60,0.1,0.1,1e+05,0.1,0.1,-75,0.1,0.25,0.25,0.25,1.5e-05,5e-05,0.0001,0.0001,1e-05,0.0001,0.0001,0.0001,-6.8749e-07,4.0764e-05,-2.9402e-05,6.976e-06,4.3864e-06,-4.0764e-05,2.9409e-05,-6.976e-06,128.06,-0.0036519,-0.060697,0.017529,77.134,-4.2798,-0.01,0.013265,-0.058675,0.0024486,1613.1,0.17,-0.19575,-0.04575,0.09575,9.8688e-05,0.00047496,-0.0025674,0.19998,0.060361,-0.00072,1000,-8.4231e-12,0,0,0,0.1
2.6922e-08,0.0039492,16367,90652,9643.5,5392,1.5976e+05,2998.9,16067,1.4669e+05,0.058897,-0.088116,-0.085393,-0.085288,-0.084951,-0,2.6394e-06,0,0.0006406,-0.0019587,0.0013116,6.7306e-09,-0.088105,1.4076e-05,21.828,2.9146e-26,0.038514,8.8724e-07,5.055e-05,9.7029e-05,0.00033985,8.2318e-05,9.9143e-05,-0.0039615,0.012578,0.011815,1.1991,0.13021,0.75057,5.9957,3.9036e-05,0,-4.1741e-09,-6.6186,2.2127e-07,1.0794e-05,1,0.0022767,0.020021,2.085e-05,0.027829,0.0025005,-0.0029758,-0.015741,0.0432,-0.046773,0.01446,0.0049248,0.0099988,-0.0474,-98.499,0.0010008,0.014705,0.25017,1.5116e-06,-90.642,0.016963,0.016963,6.6186,-2.2127e-07,-1.0794e-05,1,0.029,0.0022864,0.0049438,1.8951e-06,0.023984,0.0025001,0.00095313,0,0.014429,685.4,-40151,0.01002,-0.062372,6.0978e-08,0.00099801,0.0055278,0.00058805,0.00032879,0.004301,8.0736e-05,0.00043255,3000.2,0.00017721,0.099927,0.10002,-59.906,0.095091,0.099988,1e+05,0.099932,0.1,-73.143,0.1002,0.24977,0.24995,0.25011,1.5116e-05,5.055e-05,9.7029e-05,0.00033985,8.2318e-05,9.9143e-05,1.1991,0.0001,1.0625e-07,3.9551e-05,-3.0372e-05,5.2787e-06,3.9004e-06,-3.9551e-05,3.0379e-05,-5.2787e-06,125.08,-0.0035609,-0.060556,0.017499,79.077,-4.0575,-0.009988,0.014035,-0.056558,0.0024418,1536.3,0.16997,-0.19555,-0.045818,0.095718,9.6509e-05,0.00045504,-0.0024597,0.19993,0.060271,-0.00071383,999.4,-8.1225e-08,0.0011996,0,0,0.1
2.6919e-08,0.0039492,16367,90647,9643.2,5391.8,1.5977e+05,3000.6,16068,1.4671e+05,0.058899,-0.0881,-0.085396,-0.085297,-0.084938,-0,2.8165e-06,0,0.00064072,-0.0019586,0.001311,6.5955e-09,-0.088103,1.4103e-05,21.817,9.3617e-25,0.036801,9.058e-07,5.1075e-05,9.4187e-05,0.00057964,0.00015453,9.8292e-05,-0.0039615,0.012578,0.011815,2.3974,0.13903,0.37541,11.987,4.5978e-05,0,-4.174e-09,-5.7814,5.5314e-07,2.1586e-05,1,0.0022761,0.019992,2.0798e-05,0.027818,0.002501,-0.0030075,-0.01568,0.0432,-0.046644,0.01379,0.0049573,0.0099976,-0.04729,-98.499,0.00099376,0.014638,0.25035,1.523e-06,-90.641,0.016926,0.016926,5.7814,-5.5314e-07,-2.1586e-05,1,0.029,0.0022957,0.0049374,1.8902e-06,0.023968,0.0025001,0.00093799,0,0.014409,861.19,-38459,0.010041,-0.060369,6.0981e-08,0.00099805,0.0055277,0.00058805,0.0003288,0.0043009,8.0772e-05,0.00043254,3000.3,0.00017303,0.099855,0.10004,-59.809,0.090431,0.099976,1e+05,0.099866,0.10001,-71.372,0.10041,0.24953,0.24989,0.25023,1.523e-05,5.1075e-05,9.4187e-05,0.00057964,0.00015453,9.8292e-05,2.3974,0.0001,6.9575e-09,3.9221e-05,-2.9534e-05,5.6331e-06,4.0538e-06,-3.9221e-05,2.9541e-05,-5.6331e-06,122.79,-0.0034674,-0.060413,0.01747,80.902,-3.8463,-0.009976,0.014772,-0.054539,0.0024353,1463.1,0.16994,-0.19535,-0.045886,0.095687,9.4377e-05,0.0004348,-0.0023503,0.19988,0.060181,-0.0007077,998.8,-1.439e-07,0.0023992,0,0,0.1
2.6919e-08,0.0039492,16367,90646,9643.3,5391.9,1.5977e+05,3001.9,16068,1.4671e+05,0.058898,-0.088089,-0.085396,-0.085295,-0.084927,-0,2.8857e-06,0,0.00064083,-0.0019584,0.0013105,6.4588e-09,-0.088101,1.4124e-05,21.809,8.1271e-24,0.035068,9.2367e-07,5.1577e-05,9.1477e-05,0.00081937,0.00022664,9.7449e-05,-0.0039615,0.012578,0.011815,3.595,0.14414,0.25035,17.975,5.3248e-05,0,-4.174e-09,-4.9872,9.9233e-07,3.2375e-05,1,0.0022756,0.019963,2.0747e-05,0.027807,0.0025016,-0.0030403,-0.015619,0.0432,-0.046512,0.013154,0.0049908,0.0099964,-0.047179,-98.498,0.00098658,0.014569,0.25052,1.5341e-06,-90.64,0.016889,0.016889,4.9872,-9.9233e-07,-3.2375e-05,1,0.029,0.0023049,0.0049311,1.8855e-06,0.023953,0.0025002,0.00092358,0,0.014389,1028.1,-36848,0.010061,-0.058461,6.0981e-08,0.0009981,0.0055277,0.00058806,0.0003288,0.0043009,8.0807e-05,0.00043253,3000.4,0.00016896,0.099782,0.10006,-59.71,0.086012,0.099964,1e+05,0.099802,0.10001,-69.685,0.10061,0.2493,0.24983,0.25034,1.5341e-05,5.1577e-05,9.1477e-05,0.00081937,0.00022664,9.7449e-05,3.595,0.0001,-2.0201e-10,3.8809e-05,-2.889e-05,5.7714e-06,4.1472e-06,-3.8809e-05,2.8897e-05,-5.7714e-06,120.48,-0.0033769,-0.060268,0.017441,82.612,-3.646,-0.009964,0.015477,-0.052615,0.002429,1393.4,0.16991,-0.19515,-0.045954,0.095655,9.2291e-05,0.00041433,-0.0022397,0.19984,0.060091,-0.00070163,998.2,-1.8675e-07,0.0035988,0,0,0.1
2.6918e-08,0.0039492,16370,90643,9643.7,5392.2,1.5977e+05,3007,16067,1.4671e+05,0.058893,-0.088044,-0.085395,-0.085284,-0.084886,-0,3.1212e-06,0,0.00064125,-0.0019578,0.0013089,5.9185e-09,-0.088095,1.4204e-05,21.779,9.2182e-22,0.027783,9.9026e-07,5.3404e-05,8.1602e-05,0.0018096,0.00052358,9.4035e-05,-0.0039615,0.012578,0.011815,8.5373,0.15487,0.10542,42.687,9.2728e-05,0,-4.174e-09,-2.0792,3.7299e-06,7.694e-05,1,0.0022734,0.019846,2.0536e-05,0.027765,0.0025037,-0.0031853,-0.015357,0.0432,-0.045942,0.010813,0.0051393,0.0099915,-0.046698,-98.495,0.00095625,0.014275,0.25124,1.5777e-06,-90.635,0.016739,0.016739,2.0792,-3.7299e-06,-7.694e-05,1,0.029,0.0023432,0.0049074,1.8677e-06,0.023894,0.0025005,0.0008705,0,0.014313,1641.5,-30888,0.010145,-0.051401,6.0982e-08,0.00099829,0.0055276,0.00058809,0.00032883,0.0043007,8.0943e-05,0.0004325,3001,0.00015313,0.099485,0.10015,-59.285,0.069835,0.099915,1e+05,0.09956,0.10002,-63.443,0.10145,0.24833,0.24961,0.25082,1.5777e-05,5.3404e-05,8.1602e-05,0.0018096,0.00052358,9.4035e-05,8.5373,9.9999e-05,-7.8279e-10,3.7152e-05,-2.6409e-05,6.2424e-06,4.5009e-06,-3.7152e-05,2.6415e-05,-6.2424e-06,111.33,-0.0030258,-0.059651,0.017321,88.698,-2.9113,-0.0099145,0.018113,-0.045491,0.0024051,1135.7,0.16978,-0.19433,-0.046233,0.095523,8.4103e-05,0.00032825,-0.0017744,0.19964,0.059719,-0.00067705,995.73,-6.8976e-08,0.0085566,0,0,0.1
2.6918e-08,0.0039491,16373,90641,9644.2,5392.6,1.5976e+05,3011.7,16066,1.4671e+05,0.058887,-0.088003,-0.085393,-0.085273,-0.084849,-0,3.3263e-06,0,0.00064163,-0.0019572,0.0013074,5.4225e-09,-0.08809,1.4277e-05,21.751,1.025e-20,0.020774,1.0436e-06,5.4824e-05,7.3925e-05,0.0027989,0.00081872,9.0738e-05,-0.0039615,0.012578,0.011815,13.468,0.16042,0.066826,67.339,0.00015297,0,-4.174e-09,0.25504,7.8673e-06,0.00012146,1,0.0022712,0.01973,2.0329e-05,0.027726,0.0025059,-0.0033464,-0.015084,0.0432,-0.045338,0.0089134,0.0053036,0.0099866,-0.046188,-98.493,0.0009251,0.013968,0.25196,1.6176e-06,-90.63,0.016591,0.016591,-0.25504,-7.8673e-06,-0.00012146,1,0.029,0.0023819,0.0048868,1.8523e-06,0.023844,0.0025008,0.00082713,0,0.014246,2139.1,-25999,0.01023,-0.045611,6.0982e-08,0.00099847,0.0055275,0.00058812,0.00032885,0.0043005,8.1068e-05,0.00043247,3001.5,0.00013891,0.099191,0.10023,-58.834,0.056831,0.099866,1e+05,0.099349,0.10003,-58.324,0.1023,0.24737,0.24938,0.25129,1.6176e-05,5.4824e-05,7.3925e-05,0.0027989,0.00081872,9.0738e-05,13.468,0.0001,1.1277e-09,3.5615e-05,-2.4139e-05,6.6526e-06,4.8238e-06,-3.5615e-05,2.4144e-05,-6.6526e-06,102.89,-0.002711,-0.059006,0.017203,93.281,-2.3187,-0.0098651,0.020319,-0.039638,0.0023842,924.55,0.16965,-0.19352,-0.046509,0.09539,7.6614e-05,0.00024544,-0.0013267,0.19944,0.05935,-0.00065331,993.27,7.9268e-07,0.013514,0,0,0.1
2.6918e-08,0.0039491,16376,90638,9644.7,5392.9,1.5976e+05,3016,16065,1.4671e+05,0.058882,-0.087965,-0.085391,-0.085262,-0.084815,-0,3.5093e-06,0,0.00064199,-0.0019567,0.001306,4.9692e-09,-0.088085,1.4345e-05,21.726,4.6039e-20,0.014613,1.0838e-06,5.5869e-05,6.8278e-05,0.0037872,0.0011121,8.7555e-05,-0.0039615,0.012578,0.011815,18.386,0.1642,0.04895,91.931,0.00024114,0,-4.1744e-09,2.1071,1.3155e-05,0.00016594,1,0.002269,0.019615,2.0125e-05,0.027689,0.002508,-0.003523,-0.014801,0.0432,-0.044708,0.0073844,0.0054823,0.0099817,-0.045656,-98.491,0.00089365,0.013652,0.25268,1.6539e-06,-90.626,0.016445,0.016445,-2.1071,-1.3155e-05,-0.00016594,1,0.029,0.0024208,0.0048688,1.839e-06,0.023799,0.0025011,0.00079182,0,0.014189,2540.7,-22013,0.010314,-0.04089,6.0982e-08,0.00099864,0.0055273,0.00058816,0.00032887,0.0043004,8.1183e-05,0.00043244,3002,0.00012616,0.0989,0.10032,-58.364,0.046462,0.099817,1e+05,0.099163,0.10004,-54.15,0.10314,0.24641,0.24915,0.25176,1.6539e-05,5.5869e-05,6.8278e-05,0.0037872,0.0011121,8.7555e-05,18.386,0.00010001,9.5832e-11,3.4195e-05,-2.2057e-05,7.0187e-06,5.1198e-06,-3.4195e-05,2.2062e-05,-7.0187e-06,95.137,-0.0024292,-0.058338,0.017087,96.618,-1.8441,-0.0098158,0.022164,-0.034855,0.0023659,752.62,0.16952,-0.1927,-0.046782,0.095256,6.978e-05,0.00017264,-0.00093322,0.19924,0.058984,-0.0006304,990.81,2.883e-06,0.018472,0,0,0.1
2.6917e-08,0.0039491,16379,90636,9645.2,5393.3,1.5976e+05,3019.9,16064,1.4671e+05,0.058877,-0.087931,-0.08539,-0.085251,-0.084783,-0,3.668e-06,0,0.00064232,-0.0019562,0.0013048,4.5559e-09,-0.088081,1.4407e-05,21.702,1.2411e-19,0.009672,1.1122e-06,5.6598e-05,6.4337e-05,0.0047745,0.0014036,8.4484e-05,-0.0039615,0.012578,0.011815,23.292,0.16709,0.03864,116.46,0.00036482,0,-4.1754e-09,3.5639,1.9356e-05,0.00021037,1,0.0022668,0.019502,1.9926e-05,0.027655,0.0025101,-0.0037144,-0.014513,0.0432,-0.044059,0.0061572,0.0056738,0.0099768,-0.045108,-98.489,0.00086235,0.013332,0.25339,1.687e-06,-90.622,0.016302,0.016302,-3.5639,-1.9356e-05,-0.00021037,1,0.029,0.0024599,0.0048529,1.8273e-06,0.02376,0.0025014,0.00076306,0,0.014138,2864.3,-18768,0.010398,-0.037046,6.0983e-08,0.00099881,0.0055272,0.00058819,0.0003289,0.0043002,8.1288e-05,0.0004324,3002.5,0.00011473,0.098613,0.1004,-57.88,0.038221,0.099768,1e+05,0.099,0.10006,-50.752,0.10398,0.24546,0.24891,0.25224,1.687e-05,5.6598e-05,6.4337e-05,0.0047745,0.0014036,8.4484e-05,23.292,0.00010004,7.0188e-11,3.2879e-05,-2.0155e-05,7.3359e-06,5.3883e-06,-3.2879e-05,2.0159e-05,-7.3359e-06,88.04,-0.0021772,-0.05765,0.016972,98.951,-1.4646,-0.0097665,0.023711,-0.030952,0.0023497,612.84,0.16939,-0.19189,-0.047052,0.095121,6.3548e-05,0.00011427,-0.00061767,0.19904,0.058619,-0.00060829,988.35,6.8528e-06,0.02343,0,0,0.1
2.6916e-08,0.003949,16384,90632,9646.3,5394.2,1.5975e+05,3026.9,16062,1.4671e+05,0.058868,-0.08787,-0.085386,-0.085228,-0.084727,-0,3.9276e-06,0,0.00064291,-0.0019553,0.0013026,3.8263e-09,-0.088072,1.4518e-05,21.661,3.8238e-19,0.0036824,1.1431e-06,5.7376e-05,6.013e-05,0.0067852,0.0019926,7.8551e-05,-0.0039615,0.012578,0.011816,33.262,0.17152,0.027058,166.31,0.00075848,0,-4.1818e-09,5.5839,3.4093e-05,0.00030087,1,0.0022624,0.019278,1.953e-05,0.027589,0.0025144,-0.0041493,-0.013916,0.0432,-0.042698,0.0043824,0.0061005,0.009967,-0.043959,-98.485,0.00080019,0.012679,0.25484,1.7455e-06,-90.615,0.016018,0.016018,-5.5839,-3.4093e-05,-0.00030087,1,0.029,0.0025407,0.0048257,1.8075e-06,0.023693,0.002502,0.00072,0,0.01405,3338.7,-13939,0.010569,-0.031327,6.0984e-08,0.00099913,0.005527,0.00058827,0.00032896,0.0042999,8.1474e-05,0.00043232,3003.3,9.4984e-05,0.098037,0.10057,-56.864,0.026459,0.09967,1e+05,0.098719,0.10008,-45.696,0.10569,0.24353,0.24843,0.2532,1.7455e-05,5.7376e-05,6.013e-05,0.0067852,0.0019926,7.8551e-05,33.262,0.00010019,7.8174e-11,3.0485e-05,-1.6769e-05,7.8552e-06,5.861e-06,-3.0485e-05,1.6773e-05,-7.8552e-06,75.422,-0.001743,-0.056199,0.016744,101.35,-0.91615,-0.0096662,0.026138,-0.025115,0.0023219,405.3,0.16913,-0.19025,-0.047594,0.094842,5.2498e-05,4.3496e-05,-0.00023514,0.19864,0.057883,-0.00056557,983.37,2.4329e-05,0.033542,0,0,0.1
2.6915e-08,0.003949,16388,90628,9647.5,5395.1,1.5974e+05,3032.8,16059,1.4672e+05,0.05886,-0.087819,-0.085382,-0.085205,-0.084681,-0,4.115e-06,0,0.00064341,-0.0019545,0.0013008,3.2281e-09,-0.088065,1.4612e-05,21.626,6.9592e-19,0.0014877,1.1534e-06,5.7636e-05,5.8723e-05,0.0087919,0.0025743,7.3035e-05,-0.0039615,0.012578,0.011816,43.181,0.17483,0.020843,215.9,0.0013865,0,-4.1996e-09,6.7283,5.054e-05,0.00039118,1,0.002258,0.01906,1.9151e-05,0.027527,0.0025186,-0.0046406,-0.013319,0.0432,-0.041318,0.0032722,0.006568,0.0099573,-0.042795,-98.482,0.00074171,0.012043,0.25628,1.7938e-06,-90.609,0.015745,0.015745,-6.7283,-5.054e-05,-0.00039118,1,0.029,0.0026226,0.0048033,1.7914e-06,0.023637,0.0025026,0.00069125,0,0.013978,3642.9,-10770,0.01074,-0.027574,6.0985e-08,0.00099943,0.0055269,0.00058835,0.00032902,0.0042996,8.1629e-05,0.00043224,3004,7.92e-05,0.097476,0.10074,-55.835,0.019223,0.099573,1e+05,0.098487,0.1001,-42.378,0.1074,0.24161,0.24795,0.25415,1.7938e-05,5.7636e-05,5.8723e-05,0.0087919,0.0025743,7.3035e-05,43.181,0.00010062,1.0198e-10,2.8426e-05,-1.3949e-05,8.2299e-06,6.2472e-06,-2.8426e-05,1.3952e-05,-8.2299e-06,64.975,-0.0013968,-0.054698,0.016522,101.68,-0.56949,-0.0095661,0.027885,-0.021247,0.0022989,269.53,0.16887,-0.18862,-0.048124,0.094558,4.3353e-05,1.7565e-05,-9.4968e-05,0.19824,0.057156,-0.00052585,978.41,6.1697e-05,0.043655,0,0,0.1
