2.69e-08,0.0039492,16360,90620,9640,5390,1.5989e+05,3000,16080,1.4681e+05,0.058928,-0.088098,-0.085423,-0.085381,-0.084936,-0,3.488e-06,0,0.00064055,-0.0019589,0.0013105,6.9107e-09,-0.088098,1.4107e-05,21.816,1.3544e-30,0.0402,8.6806e-07,5e-05,0.0001,0.0001,1e-05,0.0001,-0.0039615,0.0013983,0.011815,0.0001,0.0089588,9000,0.00075,0.20131,0,-6.2379e-05,2.25e-05,-7.5,-0,-0,1,0.0022772,0.02005,2.0902e-05,0.02784,0.0025,-0.0029451,-0.0158,0.0432,-0.0469,0.015164,0.0048935,0.01,-0.047507,-98.5,0.0010078,0.014771,0.25,2.25e-06,-90.644,0.017,0.017,0.04229,-2.7872e-05,7.5,-0,-0,1,0.029,0.0022772,0.0049505,1.9002e-06,0.024,0.0025,0.00096904,0,0.014451,500.5,-41925,0.01,-0.064473,6.1e-08,0.00099796,0.0055278,0.00058804,0.00032879,0.004301,8.07e-05,0.00043255,3000,0.0001815,0.1,0.1,-60,0.1,0.1,1e+05,0.1,0.1,-75,0.1,0.25,0.25,0.25,1.5e-05,5e-05,0.0001,0.0001,1e-05,0.0001,0.0001,0.0001,-6.8749e-07,4.0764e-05,-2.9402e-05,6.976e-06,4.3864e-06,-4.0764e-05,2.9409e-05,-6.976e-06,128.06,-0.0036519,-0.060669,0.017529,77.189,-4.2798,-0.01,0.013265,-0.058675,0.0024486,1613.1,0.17,-0.19575,-0.04575,0.09575,7.2021e-05,0.0004757,-0.0025713,0.19998,0.0066992,-0.00072,1000,1.1179e-08,0,0,0,0.1
2.6922e-08,0.0039492,16367,90652,9643.5,5392,1.5976e+05,2998.9,16067,1.4669e+05,0.058897,-0.088116,-0.085393,-0.085288,-0.084951,-0,2.6394e-06,0,0.0006406,-0.0019587,0.0013116,6.7306e-09,-0.088105,1.4076e-05,21.828,3.0802e-28,0.038511,8.8727e-07,5.055e-05,9.7025e-05,0.00033985,1.8026e-05,9.9143e-05,-0.0039615,0.0013983,0.011815,1.1991,0.13021,0.75056,5.9957,0.28093,0,-6.2508e-05,2.25e-05,-6.6186,2.1959e-07,1.0794e-05,1,0.0022767,0.020021,2.085e-05,0.027829,0.0025005,-0.0029758,-0.015741,0.0432,-0.046773,0.01446,0.0049249,0.0099988,-0.0474,-98.499,0.0010008,0.014705,0.25017,2.25e-06,-90.642,0.016963,0.016963,0.042597,-2.803e-05,6.6186,-2.1959e-07,-1.0794e-05,1,0.029,0.0022864,0.0049438,1.8951e-06,0.023984,0.0025001,0.00095313,0,0.014429,685.4,-40151,0.01002,-0.062372,6.0978e-08,0.00099801,0.0055278,0.00058805,0.00032879,0.004301,8.0736e-05,0.00043255,3000.2,0.00017721,0.099927,0.10002,-59.905,0.095091,0.099988,1e+05,0.099932,0.1,-73.143,0.1002,0.24977,0.24995,0.25011,1.5085e-05,5.055e-05,9.7025e-05,0.00033985,1.8026e-05,9.9143e-05,1.1991,0.00010019,1.0625e-07,3.9551e-05,-3.0372e-05,5.2787e-06,3.9002e-06,-3.9551e-05,3.0379e-05,-5.2787e-06,125.08,-0.0035609,-0.060528,0.017499,79.132,-4.0575,-0.009988,0.014035,-0.056558,0.0024418,1536.3,0.16997,-0.19555,-0.045818,0.095718,7.0726e-05,0.00045574,-0.0024635,0.19993,0.0066892,-0.00071383,999.4,0.00018708,0.0011996,0,0,0.1
2.6919e-08,0.0039492,16367,90647,9643.2,5391.8,1.5977e+05,3000.6,16068,1.4671e+05,0.058899,-0.0881,-0.085396,-0.085297,-0.084938,-0,2.8166e-06,0,0.00064072,-0.0019586,0.001311,6.5955e-09,-0.088103,1.4103e-05,21.817,4.5374e-27,0.036795,9.0586e-07,5.1077e-05,9.4178e-05,0.00057964,2.6041e-05,9.8292e-05,-0.0039615,0.0013983,0.011815,2.3974,0.13903,0.37541,11.987,0.28706,0,-6.2758e-05,2.25e-05,-5.7814,5.4977e-07,2.1586e-05,1,0.0022761,0.019992,2.0798e-05,0.027818,0.002501,-0.0030076,-0.01568,0.0432,-0.046644,0.01379,0.0049574,0.0099976,-0.04729,-98.499,0.00099375,0.014638,0.25035,2.25e-06,-90.641,0.016926,0.016926,0.042914,-2.8193e-05,5.7814,-5.4977e-07,-2.1586e-05,1,0.029,0.0022957,0.0049374,1.8902e-06,0.023968,0.0025001,0.00093799,0,0.014409,861.19,-38459,0.010041,-0.060369,6.0981e-08,0.00099805,0.0055277,0.00058805,0.0003288,0.0043009,8.0772e-05,0.00043254,3000.3,0.00017303,0.099855,0.10004,-59.809,0.090431,0.099976,1e+05,0.099866,0.10001,-71.372,0.10041,0.24953,0.24989,0.25023,1.5169e-05,5.1077e-05,9.4178e-05,0.00057964,2.6041e-05,9.8292e-05,2.3974,0.00010061,6.9575e-09,3.9221e-05,-2.9535e-05,5.6331e-06,4.053e-06,-3.9221e-05,2.9541e-05,-5.6331e-06,122.79,-0.0034674,-0.060385,0.01747,80.957,-3.8463,-0.009976,0.014772,-0.054539,0.0024353,1463.1,0.16994,-0.19535,-0.045886,0.095687,6.9454e-05,0.00043547,-0.0023539,0.19988,0.0066791,-0.0007077,998.8,0.00038219,0.0023992,0,0,0.1
2.6919e-08,0.0039492,16367,90646,9643.3,5391.9,1.5977e+05,3001.9,16068,1.4671e+05,0.058898,-0.088089,-0.085396,-0.085295,-0.084927,-0,2.8857e-06,0,0.00064083,-0.0019584,0.0013105,6.4588e-09,-0.088101,1.4124e-05,21.809,2.8076e-26,0.03506,9.2376e-07,5.1579e-05,9.1463e-05,0.00081937,3.4043e-05,9.7449e-05,-0.0039615,0.0013983,0.011815,3.595,0.14414,0.25035,17.975,0.28932,0,-6.3156e-05,2.25e-05,-4.9873,9.8725e-07,3.2375e-05,1,0.0022756,0.019963,2.0747e-05,0.027807,0.0025016,-0.0030403,-0.015619,0.0432,-0.046511,0.013154,0.0049909,0.0099964,-0.047178,-98.498,0.00098657,0.014569,0.25052,2.25e-06,-90.64,0.016889,0.016889,0.04324,-2.836e-05,4.9873,-9.8725e-07,-3.2375e-05,1,0.029,0.0023049,0.0049311,1.8855e-06,0.023953,0.0025002,0.00092358,0,0.014389,1028.1,-36848,0.010061,-0.058461,6.0981e-08,0.0009981,0.0055277,0.00058806,0.0003288,0.0043009,8.0807e-05,0.00043253,3000.4,0.00016896,0.099783,0.10006,-59.71,0.086012,0.099964,1e+05,0.099802,0.10001,-69.685,0.10061,0.2493,0.24983,0.25034,1.5251e-05,5.1579e-05,9.1463e-05,0.00081937,3.4043e-05,9.7449e-05,3.595,0.00010126,-2.0202e-10,3.8809e-05,-2.8892e-05,5.7714e-06,4.1456e-06,-3.8809e-05,2.8898e-05,-5.7714e-06,120.48,-0.0033769,-0.06024,0.017441,82.667,-3.646,-0.009964,0.015477,-0.052615,0.002429,1393.4,0.16991,-0.19515,-0.045954,0.095655,6.8203e-05,0.00041497,-0.0022431,0.19984,0.0066691,-0.00070163,998.2,0.00057762,0.0035988,0,0,0.1
2.6918e-08,0.0039492,16370,90643,9643.7,5392.2,1.5977e+05,3007,16067,1.4671e+05,0.058893,-0.088044,-0.085395,-0.085284,-0.084886,-0,3.1214e-06,0,0.00064125,-0.0019578,0.0013089,5.9186e-09,-0.088095,1.4204e-05,21.779,2.0198e-24,0.027759,9.9045e-07,5.3409e-05,8.1574e-05,0.0018096,6.6999e-05,9.4035e-05,-0.0039615,0.0013983,0.011815,8.5373,0.15487,0.10542,42.687,0.29209,0,-6.6237e-05,2.25e-05,-2.0795,3.7176e-06,7.694e-05,1,0.0022734,0.019846,2.0536e-05,0.027765,0.0025037,-0.0031855,-0.015357,0.0432,-0.045941,0.010813,0.0051396,0.0099915,-0.046697,-98.495,0.00095622,0.014274,0.25124,2.25e-06,-90.635,0.016739,0.016739,0.04467,-2.909e-05,2.0795,-3.7176e-06,-7.694e-05,1,0.029,0.0023432,0.0049074,1.8677e-06,0.023894,0.0025005,0.0008705,0,0.014313,1641.5,-30888,0.010145,-0.051401,6.0982e-08,0.00099829,0.0055276,0.00058809,0.00032883,0.0043007,8.0943e-05,0.0004325,3001,0.00015313,0.099486,0.10015,-59.284,0.069835,0.099915,1e+05,0.09956,0.10002,-63.443,0.10145,0.24833,0.24961,0.25082,1.5576e-05,5.3409e-05,8.1574e-05,0.0018096,6.6999e-05,9.4035e-05,8.5373,0.00010624,-7.8283e-10,3.7152e-05,-2.6416e-05,6.2428e-06,4.4928e-06,-3.7152e-05,2.6422e-05,-6.2428e-06,111.33,-0.0030258,-0.059622,0.017322,88.754,-2.9113,-0.0099145,0.018113,-0.045491,0.0024051,1135.7,0.16978,-0.19433,-0.046233,0.095523,6.3248e-05,0.00032876,-0.0017771,0.19964,0.0066279,-0.00067705,995.73,0.0013849,0.0085566,0,0,0.1
2.6918e-08,0.0039491,16373,90641,9644.2,5392.6,1.5976e+05,3011.7,16066,1.4671e+05,0.058887,-0.088003,-0.085393,-0.085273,-0.084849,-0,3.3269e-06,0,0.00064163,-0.0019572,0.0013074,5.4226e-09,-0.08809,1.4277e-05,21.751,1.987e-23,0.020734,1.0439e-06,5.4831e-05,7.3885e-05,0.0027989,9.9756e-05,9.0738e-05,-0.0039615,0.0013983,0.011815,13.468,0.16042,0.066826,67.339,0.29285,0,-7.1751e-05,2.25e-05,0.25467,7.8477e-06,0.00012146,1,0.0022712,0.01973,2.0329e-05,0.027726,0.0025059,-0.0033467,-0.015083,0.0432,-0.045337,0.0089136,0.005304,0.0099866,-0.046187,-98.493,0.00092505,0.013967,0.25196,2.25e-06,-90.63,0.016591,0.016591,0.046235,-2.988e-05,-0.25467,-7.8477e-06,-0.00012146,1,0.029,0.0023819,0.0048868,1.8523e-06,0.023844,0.0025008,0.00082713,0,0.014246,2139.1,-25999,0.01023,-0.045611,6.0982e-08,0.00099847,0.0055275,0.00058812,0.00032885,0.0043005,8.1069e-05,0.00043247,3001.5,0.00013891,0.099192,0.10023,-58.834,0.056831,0.099866,1e+05,0.099349,0.10003,-58.324,0.1023,0.24737,0.24938,0.25129,1.5878e-05,5.4831e-05,7.3885e-05,0.0027989,9.9756e-05,9.0738e-05,13.468,0.00011514,1.1276e-09,3.5614e-05,-2.4157e-05,6.6537e-06,4.8038e-06,-3.5614e-05,2.4162e-05,-6.6537e-06,102.89,-0.0027109,-0.058976,0.017204,93.337,-2.3187,-0.0098651,0.020319,-0.039638,0.0023842,924.55,0.16965,-0.19352,-0.046509,0.09539,5.8637e-05,0.00024581,-0.0013287,0.19944,0.006587,-0.00065331,993.27,0.0021903,0.013514,0,0,0.1
2.6918e-08,0.0039491,16376,90638,9644.7,5392.9,1.5976e+05,3016,16065,1.4671e+05,0.058882,-0.087965,-0.085391,-0.085262,-0.084814,-0,3.5105e-06,0,0.00064199,-0.0019567,0.0013061,4.9694e-09,-0.088085,1.4345e-05,21.726,8.5061e-23,0.014555,1.0841e-06,5.5878e-05,6.8229e-05,0.0037872,0.00013231,8.7555e-05,-0.0039615,0.0013983,0.011815,18.386,0.1642,0.04895,91.931,0.29321,0,-7.9731e-05,2.25e-05,2.1065,1.3128e-05,0.00016594,1,0.002269,0.019615,2.0126e-05,0.027689,0.002508,-0.0035234,-0.014801,0.0432,-0.044707,0.0073847,0.0054828,0.0099817,-0.045655,-98.491,0.00089358,0.013651,0.25268,2.25e-06,-90.626,0.016446,0.016446,0.047923,-3.0724e-05,-2.1065,-1.3128e-05,-0.00016594,1,0.029,0.0024208,0.0048688,1.839e-06,0.023799,0.0025011,0.00079182,0,0.014189,2540.7,-22013,0.010314,-0.04089,6.0982e-08,0.00099864,0.0055273,0.00058816,0.00032887,0.0043004,8.1183e-05,0.00043244,3002,0.00012616,0.098901,0.10032,-58.363,0.046462,0.099817,1e+05,0.099163,0.10004,-54.15,0.10314,0.24641,0.24915,0.25176,1.6158e-05,5.5878e-05,6.8229e-05,0.0037872,0.00013231,8.7555e-05,18.386,0.00012799,9.5616e-11,3.4193e-05,-2.2089e-05,7.0209e-06,5.0824e-06,-3.4193e-05,2.2094e-05,-7.0209e-06,95.14,-0.0024292,-0.058307,0.017087,96.674,-1.8441,-0.0098158,0.022164,-0.034855,0.0023659,752.62,0.16952,-0.1927,-0.046782,0.095256,5.4353e-05,0.0001729,-0.00093462,0.19924,0.0065463,-0.0006304,990.81,0.0029937,0.018472,0,0,0.1
2.6917e-08,0.0039491,16379,90636,9645.2,5393.3,1.5976e+05,3019.9,16064,1.4671e+05,0.058877,-0.087931,-0.08539,-0.085251,-0.084783,-0,3.6699e-06,0,0.00064232,-0.0019562,0.0013048,4.5563e-09,-0.088081,1.4407e-05,21.702,2.2454e-22,0.0095986,1.1127e-06,5.6608e-05,6.4282e-05,0.0047745,0.00016467,8.4484e-05,-0.0039615,0.0013983,0.011815,23.292,0.16709,0.03864,116.46,0.29342,0,-9.0182e-05,2.25e-05,3.5633,1.9321e-05,0.00021037,1,0.0022668,0.019503,1.9926e-05,0.027655,0.0025101,-0.0037149,-0.014513,0.0432,-0.044057,0.0061575,0.0056745,0.0099768,-0.045107,-98.489,0.00086226,0.013331,0.25339,2.25e-06,-90.622,0.016303,0.016303,0.049724,-3.1614e-05,-3.5633,-1.9321e-05,-0.00021037,1,0.029,0.0024599,0.0048529,1.8273e-06,0.02376,0.0025014,0.00076306,0,0.014138,2864.3,-18768,0.010398,-0.037046,6.0983e-08,0.00099881,0.0055272,0.00058819,0.0003289,0.0043002,8.1288e-05,0.0004324,3002.5,0.00011473,0.098614,0.1004,-57.878,0.038221,0.099768,1e+05,0.099,0.10006,-50.752,0.10398,0.24546,0.24891,0.25224,1.6418e-05,5.6608e-05,6.4282e-05,0.0047745,0.00016467,8.4484e-05,23.292,0.00014481,6.9841e-11,3.2874e-05,-2.0206e-05,7.3398e-06,5.3279e-06,-3.2874e-05,2.0211e-05,-7.3398e-06,88.045,-0.0021771,-0.057618,0.016973,99.008,-1.4646,-0.0097665,0.023711,-0.030952,0.0023497,612.84,0.16939,-0.19189,-0.047052,0.095121,5.0377e-05,0.00011446,-0.00061872,0.19904,0.0065059,-0.00060829,988.35,0.0037951,0.02343,0,0,0.1
2.6916e-08,0.003949,16384,90632,9646.3,5394.2,1.5975e+05,3027,16062,1.4671e+05,0.058868,-0.087869,-0.085386,-0.085228,-0.084727,-0,3.9322e-06,0,0.00064291,-0.0019553,0.0013027,3.827e-09,-0.088072,1.452e-05,21.661,6.7873e-22,0.0035816,1.1435e-06,5.7388e-05,6.0064e-05,0.0067852,0.00023004,7.8551e-05,-0.0039615,0.0013983,0.011816,33.262,0.17151,0.027058,166.31,0.29366,0,-0.00011913,2.25e-05,5.583,3.4041e-05,0.00030087,1,0.0022624,0.019278,1.9531e-05,0.027589,0.0025144,-0.0041502,-0.013915,0.0432,-0.042695,0.0043827,0.0061016,0.009967,-0.043957,-98.485,0.00080008,0.012678,0.25484,2.25e-06,-90.615,0.016019,0.016019,0.053709,-3.3549e-05,-5.583,-3.4041e-05,-0.00030087,1,0.029,0.0025407,0.0048257,1.8075e-06,0.023693,0.002502,0.00072,0,0.01405,3338.7,-13939,0.010569,-0.031327,6.0984e-08,0.00099913,0.005527,0.00058827,0.00032896,0.0042999,8.1475e-05,0.00043232,3003.3,9.4984e-05,0.098038,0.10057,-56.862,0.02646,0.09967,1e+05,0.098719,0.10008,-45.696,0.10569,0.24353,0.24843,0.2532,1.689e-05,5.7388e-05,6.0064e-05,0.0067852,0.00023004,7.8551e-05,33.262,0.00019141,7.7468e-11,3.0472e-05,-1.6871e-05,7.8643e-06,5.7368e-06,-3.0472e-05,1.6875e-05,-7.8643e-06,75.433,-0.0017429,-0.056164,0.016744,101.41,-0.91612,-0.0096662,0.026139,-0.025115,0.0023219,405.3,0.16913,-0.19025,-0.047594,0.094841,4.3132e-05,4.3712e-05,-0.00023628,0.19864,0.0064241,-0.00056557,983.37,0.0054229,0.033542,0,0,0.1
2.6915e-08,0.003949,16388,90628,9647.5,5395.1,1.5974e+05,3032.9,16059,1.4672e+05,0.05886,-0.087818,-0.085382,-0.085205,-0.084679,-0,4.1237e-06,0,0.00064341,-0.0019545,0.0013009,3.2293e-09,-0.088065,1.4614e-05,21.626,1.1853e-21,0.001359,1.154e-06,5.7651e-05,5.8642e-05,0.0087919,0.0002946,7.3035e-05,-0.0039615,0.0013983,0.011816,43.181,0.17483,0.020843,215.9,0.29379,0,-0.00015827,2.25e-05,6.7271,5.047e-05,0.00039118,1,0.002258,0.01906,1.9152e-05,0.027528,0.0025186,-0.0046418,-0.013318,0.0432,-0.041315,0.0032725,0.0065696,0.0099573,-0.042792,-98.482,0.00074157,0.012041,0.25628,2.25e-06,-90.609,0.015746,0.015746,0.058055,-3.5608e-05,-6.7271,-5.047e-05,-0.00039118,1,0.029,0.0026226,0.0048033,1.7914e-06,0.023637,0.0025026,0.00069125,0,0.013978,3642.9,-10770,0.01074,-0.027574,6.0985e-08,0.00099943,0.0055269,0.00058835,0.00032902,0.0042996,8.1631e-05,0.00043224,3004,7.9201e-05,0.097478,0.10074,-55.832,0.019224,0.099573,1e+05,0.098487,0.1001,-42.378,0.1074,0.24161,0.24795,0.25415,1.7294e-05,5.7651e-05,5.8642e-05,0.0087919,0.0002946,7.3035e-05,43.181,0.00025444,1.008e-10,2.8399e-05,-1.4114e-05,8.2473e-06,6.0369e-06,-2.8399e-05,1.4118e-05,-8.2473e-06,64.994,-0.0013967,-0.054661,0.016523,101.74,-0.56946,-0.0095661,0.027886,-0.021247,0.0022989,269.53,0.16887,-0.18862,-0.048124,0.094558,3.6913e-05,1.7914e-05,-9.6833e-05,0.19824,0.0063434,-0.00052585,978.41,0.0070416,0.043655,0,0,0.1
