2.69e-08,0.0039492,16360,90620,9640,5390,1.5989e+05,3000,16080,1.4681e+05,0.058928,-0.088098,-0.085423,-0.085381,-0.084936,-0,3.4878e-06,0,0.00064055,-0.0019589,0.0013105,6.9106e-09,-0.088098,1.4107e-05,21.816,1.3544e-30,0.0402,8.6806e-07,5e-05,0.0001,0.0001,1e-05,0.0001,-0.0039615,0.012578,0.011815,0.0001,0.0089588,9000,0.00075,2.4192e-05,0,-4.1741e-09,-7.5,-0,-0,1,0.0022772,0.02005,2.0902e-05,0.02784,0.0025,-0.0029451,-0.0158,0.0432,-0.0469,0.015164,0.0048935,0.01,-0.047507,-98.5,0.0010078,0.014771,0.25,1.5e-06,-90.644,0.017,0.017,0.04229,-6.4948e-05,7.5,-0,-0,1,0.029,0.0022772,0.0049505,1.9002e-06,0.024,0.0025,0.00096904,0,0.014451,500.5,-41925,0.01,-0.064473,6.1e-08,0.00099796,0.0055278,0.00058804,0.00032879,0.004301,8.07e-05,0.00043255,3000,0.0001815,0.1,0.1,-60,0.1,0.1,1e+05,0.1,0.1,-75,0.1,0.25,0.25,0.25,1.5e-05,5e-05,0.0001,0.0001,1e-05,0.0001,0.0001,0.0001,-6.8749e-07,4.0764e-05,-2.9392e-05,6.9756e-06,4.3963e-06,-4.0764e-05,2.9399e-05,-6.9756e-06,128.06,-0.0036519,-0.060632,0.017529,77.262,-4.2798,-0.01,0.013265,-0.058675,0.0024486,1613.1,0.49,-0.19575,-0.04575,0.09575,9.8688e-05,0.00047496,-0.0025673,0.19998,0.060361,-0.00072,1000.1,-8.4231e-05,0,0,0,0.1
2.6922e-08,0.0039492,16367,90652,9643.5,5392,1.5976e+05,2998.9,16067,1.4669e+05,0.058897,-0.088116,-0.085393,-0.085288,-0.084952,-0,2.6365e-06,0,0.0006406,-0.0019587,0.0013114,6.7298e-09,-0.088105,1.4076e-05,21.828,2.9146e-26,0.038514,8.8724e-07,5.055e-05,9.7029e-05,0.00033985,8.2318e-05,9.9143e-05,-0.0039615,0.012578,0.011815,1.1992,0.13021,0.75052,5.9961,3.9036e-05,0,-4.1705e-09,-6.6187,2.1823e-07,2.9984e-05,1,0.0022767,0.020021,2.085e-05,0.027829,0.0025005,-0.0029759,-0.015741,0.0432,-0.046773,0.01446,0.0049249,0.0099988,-0.047399,-98.499,0.0010008,0.014705,0.25017,1.5116e-06,-90.642,0.016963,0.016963,0.042598,-6.5376e-05,6.6187,-2.1823e-07,-2.9984e-05,1,0.029,0.0023038,0.0049438,1.8951e-06,0.023984,0.0025001,0.00095313,0,0.014429,685.4,-40151,0.010059,-0.062372,6.0978e-08,0.00099801,0.0055278,0.00058805,0.00032879,0.004301,8.0736e-05,0.00043255,3000.2,0.00017721,0.099927,0.10002,-59.905,0.095091,0.099988,1e+05,0.099932,0.1,-73.143,0.10059,0.24977,0.24995,0.25011,1.5116e-05,5.055e-05,9.7029e-05,0.00033985,8.2318e-05,9.9143e-05,1.1992,9.9916e-05,1.0625e-07,3.9554e-05,-3.0238e-05,5.273e-06,4.0428e-06,-3.9554e-05,3.0245e-05,-5.273e-06,125.07,-0.0035609,-0.060491,0.017499,79.205,-4.0575,-0.0099688,0.014035,-0.056541,0.0024418,1536.3,0.48991,-0.19555,-0.045818,0.095718,9.6509e-05,0.00045504,-0.0024597,0.19993,0.060271,-0.00071383,999.47,-6.7645e-05,0.0011996,0,0,0.1
2.6919e-08,0.0039492,16367,90647,9643.2,5391.8,1.5977e+05,3000.6,16068,1.4671e+05,0.058899,-0.0881,-0.085396,-0.085297,-0.084938,-0,2.8134e-06,0,0.00064072,-0.0019586,0.0013108,6.5946e-09,-0.088103,1.4103e-05,21.818,9.3617e-25,0.036801,9.058e-07,5.1075e-05,9.4187e-05,0.00057964,0.00015453,9.8292e-05,-0.0039615,0.012578,0.011815,2.3976,0.13903,0.37538,11.988,4.5978e-05,0,-4.1675e-09,-5.7815,5.4805e-07,5.9961e-05,1,0.0022762,0.019992,2.0798e-05,0.027818,0.002501,-0.0030076,-0.01568,0.0432,-0.046643,0.01379,0.0049574,0.0099976,-0.04729,-98.499,0.00099373,0.014637,0.25035,1.523e-06,-90.641,0.016926,0.016926,0.042914,-6.5817e-05,5.7815,-5.4805e-07,-5.9961e-05,1,0.029,0.0023305,0.0049374,1.8902e-06,0.023968,0.0025001,0.00093799,0,0.014409,861.19,-38459,0.010118,-0.060369,6.0981e-08,0.00099805,0.0055277,0.00058805,0.0003288,0.0043009,8.0772e-05,0.00043254,3000.3,0.00017303,0.099855,0.10004,-59.809,0.090431,0.099976,1e+05,0.099866,0.10001,-71.372,0.10118,0.24953,0.24989,0.25023,1.523e-05,5.1075e-05,9.4187e-05,0.00057964,0.00015453,9.8292e-05,2.3976,9.9842e-05,6.9578e-09,3.9225e-05,-2.9393e-05,5.6268e-06,4.2056e-06,-3.9225e-05,2.9399e-05,-5.6268e-06,122.78,-0.0034675,-0.060347,0.01747,81.031,-3.8463,-0.0099376,0.014772,-0.054504,0.0024353,1463.1,0.48982,-0.19535,-0.045886,0.095687,9.4377e-05,0.0004348,-0.0023503,0.19988,0.060181,-0.0007077,998.87,-5.9849e-05,0.0023992,0,0,0.1
2.6919e-08,0.0039492,16367,90646,9643.3,5391.9,1.5977e+05,3001.9,16068,1.4671e+05,0.058898,-0.088089,-0.085396,-0.085295,-0.084927,-0,2.8823e-06,0,0.00064083,-0.0019584,0.0013104,6.4579e-09,-0.088101,1.4123e-05,21.81,8.1271e-24,0.035069,9.2367e-07,5.1577e-05,9.1477e-05,0.00081938,0.00022664,9.7449e-05,-0.0039615,0.012578,0.011815,3.5952,0.14414,0.25033,17.976,5.3248e-05,0,-4.1648e-09,-4.9875,9.8621e-07,8.9931e-05,1,0.0022756,0.019963,2.0747e-05,0.027807,0.0025016,-0.0030404,-0.015619,0.0432,-0.046511,0.013154,0.0049911,0.0099964,-0.047178,-98.498,0.00098655,0.014568,0.25052,1.5341e-06,-90.64,0.016889,0.016889,0.043241,-6.627e-05,4.9875,-9.8621e-07,-8.9931e-05,1,0.029,0.0023574,0.0049311,1.8855e-06,0.023953,0.0025002,0.00092359,0,0.014389,1028.1,-36848,0.010176,-0.058461,6.0981e-08,0.0009981,0.0055277,0.00058806,0.0003288,0.0043009,8.0806e-05,0.00043253,3000.4,0.00016896,0.099783,0.10006,-59.71,0.086012,0.099964,1e+05,0.099802,0.10001,-69.685,0.10176,0.2493,0.24983,0.25034,1.5341e-05,5.1577e-05,9.1477e-05,0.00081938,0.00022664,9.7449e-05,3.5952,9.9778e-05,-2.0169e-10,3.8814e-05,-2.8745e-05,5.7646e-06,4.3044e-06,-3.8814e-05,2.8751e-05,-5.7646e-06,120.47,-0.003377,-0.060202,0.017441,82.741,-3.646,-0.0099065,0.015477,-0.052562,0.002429,1393.4,0.48973,-0.19515,-0.045954,0.095655,9.2291e-05,0.00041433,-0.0022396,0.19984,0.060091,-0.00070163,998.27,-5.17e-05,0.0035988,0,0,0.1
2.6918e-08,0.0039492,16370,90643,9643.7,5392.2,1.5977e+05,3007,16067,1.4671e+05,0.058893,-0.088044,-0.085395,-0.085284,-0.084887,-0,3.1165e-06,0,0.00064125,-0.0019578,0.0013087,5.9174e-09,-0.088095,1.4203e-05,21.779,9.2184e-22,0.027783,9.9026e-07,5.3404e-05,8.1602e-05,0.0018096,0.00052358,9.4035e-05,-0.0039615,0.012578,0.011815,8.5379,0.15487,0.10541,42.69,9.2728e-05,0,-4.159e-09,-2.0798,3.7297e-06,0.00021372,1,0.0022734,0.019846,2.0536e-05,0.027765,0.0025037,-0.0031857,-0.015357,0.0432,-0.04594,0.010813,0.0051399,0.0099915,-0.046696,-98.495,0.00095617,0.014274,0.25124,1.5777e-06,-90.635,0.016739,0.016739,0.044672,-6.8256e-05,2.0798,-3.7297e-06,-0.00021372,1,0.029,0.00247,0.0049075,1.8677e-06,0.023895,0.0025005,0.00087051,0,0.014313,1641.5,-30888,0.010419,-0.051401,6.0982e-08,0.00099829,0.0055276,0.00058809,0.00032883,0.0043007,8.0942e-05,0.0004325,3001,0.00015313,0.099486,0.10015,-59.284,0.069835,0.099915,1e+05,0.09956,0.10002,-63.443,0.10419,0.24833,0.24961,0.25082,1.5777e-05,5.3404e-05,8.1602e-05,0.0018096,0.00052358,9.4035e-05,8.5379,9.9641e-05,-7.8184e-10,3.7162e-05,-2.6261e-05,6.2331e-06,4.6679e-06,-3.7162e-05,2.6267e-05,-6.2331e-06,111.31,-0.0030259,-0.059582,0.017322,88.828,-2.9113,-0.0097778,0.018113,-0.045364,0.0024051,1135.7,0.48937,-0.19433,-0.046233,0.095523,8.4103e-05,0.00032825,-0.0017743,0.19964,0.059719,-0.00067705,995.8,-7.6814e-06,0.0085566,0,0,0.1
2.6918e-08,0.0039491,16373,90641,9644.2,5392.6,1.5976e+05,3011.6,16066,1.4671e+05,0.058887,-0.088003,-0.085393,-0.085273,-0.08485,-0,3.3205e-06,0,0.00064163,-0.0019572,0.0013073,5.4211e-09,-0.08809,1.4276e-05,21.752,1.025e-20,0.020774,1.0436e-06,5.4824e-05,7.3925e-05,0.0027989,0.00081873,9.0738e-05,-0.0039615,0.012578,0.011815,13.469,0.16042,0.066821,67.344,0.00015297,0,-4.1648e-09,0.25418,7.8908e-06,0.00033739,1,0.0022712,0.01973,2.0329e-05,0.027726,0.0025059,-0.003347,-0.015083,0.0432,-0.045336,0.0089138,0.0053045,0.0099867,-0.046186,-98.493,0.00092498,0.013966,0.25196,1.6176e-06,-90.63,0.016591,0.016591,0.046238,-7.042e-05,-0.25418,-7.8908e-06,-0.00033739,1,0.029,0.002585,0.004887,1.8524e-06,0.023844,0.0025008,0.00082715,0,0.014247,2139.1,-25999,0.010662,-0.045611,6.0982e-08,0.00099847,0.0055275,0.00058812,0.00032885,0.0043005,8.1067e-05,0.00043247,3001.5,0.00013891,0.099192,0.10023,-58.833,0.056831,0.099867,1e+05,0.09935,0.10003,-58.324,0.10662,0.24737,0.24938,0.25129,1.6176e-05,5.4824e-05,7.3925e-05,0.0027989,0.00081873,9.0738e-05,13.469,9.978e-05,1.1284e-09,3.5631e-05,-2.3995e-05,6.641e-06,4.9951e-06,-3.5631e-05,2.4e-05,-6.641e-06,102.86,-0.002711,-0.058935,0.017204,93.413,-2.3187,-0.0096493,0.02032,-0.039435,0.0023843,924.55,0.489,-0.19352,-0.046509,0.09539,7.6614e-05,0.00024544,-0.0013267,0.19944,0.05935,-0.00065331,993.34,5.9104e-05,0.013514,0,0,0.1
2.6918e-08,0.0039491,16376,90638,9644.7,5393,1.5976e+05,3015.9,16065,1.4671e+05,0.058882,-0.087966,-0.085391,-0.085262,-0.084815,-0,3.5024e-06,0,0.00064199,-0.0019567,0.0013059,4.9677e-09,-0.088085,1.4343e-05,21.726,4.6041e-20,0.014613,1.0838e-06,5.5869e-05,6.8278e-05,0.0037872,0.0011121,8.7555e-05,-0.0039615,0.012578,0.011815,18.387,0.1642,0.048947,91.937,0.00024114,0,-4.1876e-09,2.1059,1.322e-05,0.00046094,1,0.0022691,0.019616,2.0126e-05,0.02769,0.002508,-0.0035239,-0.0148,0.0432,-0.044705,0.007385,0.0054835,0.009982,-0.045653,-98.491,0.00089349,0.01365,0.25268,1.6539e-06,-90.626,0.016446,0.016446,0.047928,-7.2746e-05,-2.1059,-1.322e-05,-0.00046094,1,0.029,0.0027024,0.0048691,1.8392e-06,0.0238,0.0025011,0.00079187,0,0.014189,2540.8,-22013,0.010904,-0.040889,6.0982e-08,0.00099864,0.0055273,0.00058816,0.00032888,0.0043004,8.1181e-05,0.00043244,3002,0.00012616,0.098902,0.10032,-58.362,0.046462,0.09982,1e+05,0.099166,0.10004,-54.15,0.10904,0.24641,0.24915,0.25176,1.6539e-05,5.5869e-05,6.8278e-05,0.0037872,0.0011121,8.7555e-05,18.387,0.00010033,9.6663e-11,3.4217e-05,-2.1918e-05,7.0048e-06,5.2935e-06,-3.4217e-05,2.1923e-05,-7.0048e-06,95.111,-0.0024293,-0.058264,0.017088,96.752,-1.844,-0.009521,0.022165,-0.034574,0.0023661,752.62,0.48864,-0.1927,-0.046782,0.095256,6.978e-05,0.00017264,-0.0009332,0.19924,0.058984,-0.0006304,990.88,0.00015646,0.018472,0,0,0.1
2.6917e-08,0.0039491,16379,90636,9645.2,5393.4,1.5976e+05,3019.8,16064,1.4671e+05,0.058877,-0.087932,-0.08539,-0.085251,-0.084784,-0,3.6598e-06,0,0.00064231,-0.0019562,0.0013046,4.5542e-09,-0.088081,1.4405e-05,21.703,1.2412e-19,0.0096722,1.1123e-06,5.6598e-05,6.4337e-05,0.0047745,0.0014036,8.4484e-05,-0.0039615,0.012578,0.011815,23.294,0.16709,0.038637,116.47,0.00036483,0,-4.2346e-09,3.5624,1.9482e-05,0.00058437,1,0.002267,0.019503,1.9927e-05,0.027655,0.0025101,-0.0037157,-0.014512,0.0432,-0.044055,0.0061578,0.0056755,0.0099773,-0.045105,-98.489,0.00086215,0.01333,0.25339,1.687e-06,-90.622,0.016303,0.016303,0.04973,-7.5216e-05,-3.5624,-1.9482e-05,-0.00058437,1,0.029,0.0028223,0.0048533,1.8276e-06,0.023761,0.0025014,0.00076313,0,0.014139,2864.6,-18768,0.011146,-0.037046,6.0983e-08,0.00099881,0.0055272,0.00058819,0.0003289,0.0043002,8.1285e-05,0.0004324,3002.5,0.00011472,0.098614,0.1004,-57.877,0.038221,0.099773,1e+05,0.099004,0.10006,-50.752,0.11146,0.24546,0.24891,0.25224,1.687e-05,5.6598e-05,6.4337e-05,0.0047745,0.0014036,8.4484e-05,23.294,0.00010145,7.1132e-11,3.2906e-05,-2.0023e-05,7.3196e-06,5.5636e-06,-3.2906e-05,2.0028e-05,-7.3196e-06,88.011,-0.0021773,-0.057573,0.016973,99.087,-1.4645,-0.0093929,0.023712,-0.030591,0.0023501,612.83,0.48827,-0.19189,-0.047052,0.09512,6.3548e-05,0.00011427,-0.00061766,0.19904,0.058619,-0.00060829,988.43,0.00029264,0.02343,0,0,0.1
2.6916e-08,0.003949,16384,90632,9646.3,5394.3,1.5975e+05,3026.8,16062,1.4671e+05,0.058868,-0.087871,-0.085386,-0.085228,-0.084729,-0,3.9171e-06,0,0.0006429,-0.0019553,0.0013024,3.8245e-09,-0.088072,1.4515e-05,21.662,3.8242e-19,0.0036828,1.1431e-06,5.7376e-05,6.013e-05,0.0067852,0.0019926,7.8551e-05,-0.0039615,0.012578,0.011816,33.264,0.17152,0.027056,166.32,0.00075848,0,-4.4451e-09,5.5816,3.4403e-05,0.00083574,1,0.0022628,0.019279,1.9532e-05,0.02759,0.0025144,-0.0041513,-0.013914,0.0432,-0.042692,0.0043831,0.006103,0.0099679,-0.043954,-98.485,0.00079992,0.012677,0.25484,1.7455e-06,-90.615,0.01602,0.01602,0.053719,-8.065e-05,-5.5816,-3.4403e-05,-0.00083574,1,0.029,0.0030743,0.0048265,1.8082e-06,0.023695,0.002502,0.00072015,0,0.014053,3339.3,-13940,0.011639,-0.031328,6.0984e-08,0.00099913,0.005527,0.00058827,0.00032896,0.0042999,8.147e-05,0.00043232,3003.3,9.4981e-05,0.09804,0.10057,-56.86,0.026461,0.099679,1e+05,0.098728,0.10008,-45.696,0.11639,0.24353,0.24843,0.2532,1.7455e-05,5.7376e-05,6.013e-05,0.0067852,0.0019926,7.8551e-05,33.264,0.0001065,7.9141e-11,3.0524e-05,-1.6651e-05,7.8343e-06,6.0394e-06,-3.0524e-05,1.6655e-05,-7.8343e-06,75.39,-0.0017431,-0.056115,0.016745,101.49,-0.91609,-0.0091322,0.02614,-0.024585,0.0023227,405.28,0.48752,-0.19025,-0.047593,0.094841,5.2498e-05,4.35e-05,-0.00023514,0.19864,0.057883,-0.00056557,983.45,0.00072442,0.033542,0,0,0.1
2.6915e-08,0.003949,16388,90628,9647.5,5395.2,1.5974e+05,3032.6,16059,1.4672e+05,0.05886,-0.08782,-0.085382,-0.085206,-0.084683,-0,4.1021e-06,0,0.00064339,-0.0019546,0.0013006,3.2262e-09,-0.088065,1.4608e-05,21.628,6.9605e-19,0.0014881,1.1534e-06,5.7636e-05,5.8723e-05,0.0087919,0.0025743,7.3035e-05,-0.0039615,0.012578,0.011816,43.183,0.17483,0.020841,215.92,0.0013865,0,-4.8899e-09,6.7251,5.1118e-05,0.0010866,1,0.0022587,0.019061,1.9154e-05,0.027529,0.0025186,-0.0046436,-0.013316,0.0432,-0.04131,0.003273,0.0065717,0.0099588,-0.042788,-98.482,0.00074138,0.012039,0.25628,1.7938e-06,-90.609,0.015747,0.015747,0.05807,-8.6525e-05,-6.7251,-5.1118e-05,-0.0010866,1,0.029,0.0033362,0.0048047,1.7925e-06,0.023641,0.0025026,0.0006915,0,0.013983,3644.1,-10771,0.012132,-0.027575,6.0985e-08,0.00099943,0.0055269,0.00058835,0.00032903,0.0042996,8.1624e-05,0.00043224,3004,7.9197e-05,0.09748,0.10074,-55.829,0.019225,0.099588,1e+05,0.098502,0.1001,-42.378,0.12132,0.24161,0.24795,0.25415,1.7938e-05,5.7636e-05,5.8723e-05,0.0087919,0.0025743,7.3035e-05,43.183,0.00011715,1.0313e-10,2.8478e-05,-1.3843e-05,8.2042e-06,6.4305e-06,-2.8478e-05,1.3846e-05,-8.2042e-06,64.94,-0.0013969,-0.054607,0.016523,101.83,-0.56942,-0.0088722,0.027888,-0.020539,0.0023003,269.51,0.48678,-0.18862,-0.048123,0.094558,4.3354e-05,1.7569e-05,-9.4967e-05,0.19824,0.057156,-0.00052585,978.49,0.0014104,0.043654,0,0,0.1
